uf,escolaridade,ordem_escolaridade,curso,ordem_area_atuacao,area_atuacao,inscritos,selecionados,nao_cert,certificados,abandonos,evasoes
ES,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,11,5,2,2,0,1
ES,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,4,Secretaria de Educação,1,1,0,1,0,0
ES,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,18,7,3,3,1,0
ES,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,7,Outros,122,82,32,31,16,3
ES,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,61,45,14,26,4,1
ES,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,6,6,0,4,1,1
ES,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,9,8,3,5,0,0
ES,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,5,Secretaria de Saúde,2,2,1,1,0,0
ES,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,11,4,0,4,0,0
ES,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,7,Outros,97,72,25,29,10,8
ES,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,2,1,1,0,0,0
ES,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,1,0,1,0,0
ES,Doutorando,8,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,1,0,0,0,1
ES,Doutorado,9,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
GO,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,3,3,2,0,1,0
GO,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,7,Outros,2,0,0,0,0,0
GO,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
GO,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,1,0,0,0,1
GO,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
GO,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,7,Outros,10,3,2,1,0,0
GO,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,18,17,6,8,3,0
GO,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,3,2,2,0,0,0
GO,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,6,6,2,3,1,0
GO,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,4,3,1,2,0,0
GO,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,7,Outros,46,28,13,11,3,1
GO,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,12,11,1,9,1,0
GO,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,2,2,0,2,0,0
GO,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,2,1,1,0,0,0
GO,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,7,Outros,21,10,5,3,1,1
GO,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,0,0,0,0,0
GO,Doutorado,9,Núcleo Básico em Socioeducação - 01/2015,4,Secretaria de Educação,1,0,0,0,0,0
MA,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,4,3,1,0,1,1
MA,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,1,1,0,0,0
MA,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,5,0,0,0,0,0
MA,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,7,Outros,3,1,0,0,0,1
MA,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,5,4,3,1,0,0
MA,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,1,0,1,0,0
MA,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
MA,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,7,Outros,15,3,1,1,1,0
MA,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,24,19,10,9,0,0
MA,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,1,1,1,0,0,0
MA,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,0,0,0,0,0
MA,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,5,Secretaria de Saúde,1,0,0,0,0,0
MA,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,6,3,2,0,1,0
MA,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,7,Outros,32,19,9,4,3,3
MA,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,15,8,4,2,1,1
MA,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,1,1,1,0,0,0
MA,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,0,0,0,0,0
MA,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,5,Secretaria de Saúde,1,1,0,1,0,0
MA,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,3,3,1,2,0,0
MA,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,7,Outros,19,12,6,1,4,1
MA,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
MA,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,7,Outros,3,0,0,0,0,0
MG,Fundamental Completo,1,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,1,1,0,0,1,0
MG,Fundamental Completo,1,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,0,0,0,0,0
MG,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,27,25,8,9,5,3
MG,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,0,0,0,0,0
MG,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,2,0,0,0,0,0
MG,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,7,Outros,22,2,2,0,0,0
MG,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,18,16,3,7,6,0
MG,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,1,0,0,1,0
MG,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,4,Secretaria de Educação,1,0,0,0,0,0
MG,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,2,0,0,0,0,0
MG,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,7,Outros,27,9,6,1,1,1
MG,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,69,64,24,25,7,8
MG,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,1,1,1,0,0,0
MG,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,6,6,3,1,2,0
MG,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,4,Secretaria de Educação,1,0,0,0,0,0
MG,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,5,Secretaria de Saúde,1,1,0,1,0,0
MG,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,3,1,1,0,0,0
MG,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,7,Outros,99,59,23,18,11,7
MG,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,32,25,3,16,4,2
MG,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,2,1,0,1,0,0
MG,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,4,4,3,1,0,0
MG,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,4,Secretaria de Educação,3,1,0,1,0,0
MG,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,11,5,2,1,2,0
MG,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,7,Outros,40,23,9,7,6,1
MG,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
MG,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,1,0,0,0,0,0
MG,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
MG,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,7,Outros,5,2,0,2,0,0
MG,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,3,2,0,1,1,0
MG,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
MG,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,7,Outros,4,3,2,0,1,0
MS,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,2,2,0,1,0,1
MS,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,7,Outros,7,4,2,0,2,0
MS,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,8,4,1,1,1,1
MS,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,2,2,1,0,0,1
MS,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,7,Outros,14,9,6,1,1,1
MS,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,3,2,1,1,0,0
MS,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,1,1,1,0,0,0
MS,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,3,3,1,2,0,0
MS,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
MS,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,7,Outros,6,6,2,4,0,0
MS,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
MT,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,13,10,0,8,1,1
MT,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,9,1,0,1,0,0
MT,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,7,Outros,8,0,0,0,0,0
MT,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,12,10,3,5,1,1
MT,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,1,1,0,1,0,0
MT,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,0,0,0,0,0
MT,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,4,Secretaria de Educação,1,0,0,0,0,0
MT,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,7,2,0,0,0,2
MT,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,7,Outros,19,4,2,1,1,0
MT,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,64,48,13,26,6,3
MT,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,1,1,0,1,0,0
MT,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,2,2,0,2,0,0
MT,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,4,Secretaria de Educação,1,0,0,0,0,0
MT,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,5,Secretaria de Saúde,1,1,1,0,0,0
MT,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,34,2,2,0,0,0
MT,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,7,Outros,51,16,4,8,2,2
MT,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,29,19,5,10,4,0
MT,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,1,1,0,1,0,0
MT,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,8,3,1,2,0,0
MT,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,11,3,1,1,1,0
MT,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,7,Outros,27,15,4,6,3,2
MT,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MT,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,7,Outros,2,0,0,0,0,0
MT,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,0,0,0,0,0
MT,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,7,Outros,3,0,0,0,0,0
MT,Doutorando,8,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,2,1,0,0,1,0
MT,Doutorando,8,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,0,0,0,0,0
MT,Doutorado,9,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
PA,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,2,2,1,0,1,0
PA,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,7,Outros,2,0,0,0,0,0
PA,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,5,5,3,0,1,1
PA,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,7,Outros,8,4,1,1,1,1
PA,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,12,7,6,0,1,0
PA,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,1,1,0,1,0,0
PA,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,4,3,2,0,1,0
PA,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,3,1,0,0,1,0
PA,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,7,Outros,44,29,12,7,6,4
PA,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,11,6,1,2,2,1
PA,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,3,2,0,2,0,0
PA,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,4,Secretaria de Educação,1,0,0,0,0,0
PA,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,6,3,2,1,0,0
PA,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,7,Outros,19,13,8,1,2,2
PA,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
PA,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,1,0,1,0,0
PA,Doutorando,8,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,1,0,1,0,0
PB,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
PB,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,0,0,0,0,0
PB,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,7,Outros,3,1,0,1,0,0
PB,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,6,6,2,3,0,1
PB,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,2,2,1,0,1,0
PB,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,5,Secretaria de Saúde,1,0,0,0,0,0
PB,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,3,1,0,0,1,0
PB,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,7,Outros,12,7,6,0,0,1
PB,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,7,5,0,3,1,1
PB,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,1,1,0,0,0
PB,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
PB,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,7,Outros,11,6,2,2,1,1
PB,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,0,0,0,0,0
PB,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,2,1,0,1,0,0
PB,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,0,0,0,0,0
PB,Doutorando,8,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,0,0,0,0,0
PE,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
PE,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,0,0,0,0,0
PE,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,1,0,0,0,1
PE,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
PE,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,7,Outros,15,8,3,3,1,1
PE,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,3,2,0,1,0,1
PE,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,2,0,0,0,0,0
PE,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,2,2,1,0,1,0
PE,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,7,Outros,24,13,6,4,0,3
PE,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,11,7,1,4,1,1
PE,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,2,2,1,1,0,0
PE,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,3,0,0,0,0,0
PE,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,7,5,3,2,0,0
PE,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,7,Outros,16,9,2,4,2,1
PE,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,1,1,0,0,0
PE,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,7,Outros,2,1,1,0,0,0
PE,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PE,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
PE,Doutorando,8,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,0,0,0,0,0
PE,Doutorado,9,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,1,0,1,0,0
PI,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,2,1,0,0,0,1
PI,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
PI,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,4,0,0,0,0,0
PI,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,7,Outros,5,2,0,1,0,1
PI,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,6,5,1,1,1,2
PI,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,1,1,0,0,0
PI,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,7,Outros,13,7,3,3,0,1
PI,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,3,2,0,2,0,0
PI,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,1,1,0,1,0,0
PI,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,7,Outros,4,4,2,1,0,1
PI,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PI,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,7,Outros,2,1,1,0,0,0
PI,Doutorando,8,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,1,1,0,0,0
PR,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,31,31,10,16,0,5
PR,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,8,5,1,2,1,1
PR,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,7,Outros,9,6,0,5,1,0
PR,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,44,42,14,19,3,6
PR,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,1,1,0,0,0
PR,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,10,7,1,4,2,0
PR,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,7,Outros,31,22,7,11,1,3
PR,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,114,105,25,57,11,12
PR,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,2,2,0,2,0,0
PR,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,3,3,2,0,1,0
PR,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,23,18,7,11,0,0
PR,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,7,Outros,54,41,16,19,4,2
PR,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,50,46,13,26,5,2
PR,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,2,2,1,1,0,0
PR,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,2,2,2,0,0,0
PR,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,16,9,1,7,1,0
PR,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,7,Outros,42,33,13,17,1,2
PR,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,5,5,1,4,0,0
PR,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,0,0,0,0,0
PR,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,2,1,0,1,0,0
PR,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,4,4,0,4,0,0
PR,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,7,Outros,4,2,0,2,0,0
PR,Doutorando,8,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
PR,Doutorando,8,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,0,0,0,0,0
PR,Doutorado,9,Núcleo Básico em Socioeducação - 01/2015,7,Outros,3,0,0,0,0,0
RJ,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,10,9,2,2,2,3
RJ,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
RJ,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,7,Outros,8,1,0,0,0,1
RJ,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,9,7,1,3,1,2
RJ,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,1,0,0,1,0
RJ,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
RJ,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,7,Outros,17,5,1,3,0,1
RJ,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,40,34,6,21,3,4
RJ,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,1,1,1,0,0,0
RJ,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,5,3,2,0,0,1
RJ,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,4,Secretaria de Educação,2,0,0,0,0,0
RJ,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,5,1,0,1,0,0
RJ,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2015,7,Outros,74,24,9,9,3,3
RJ,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,21,16,5,9,1,1
RJ,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,2,CREAS,1,1,1,0,0,0
RJ,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,4,Secretaria de Educação,1,0,0,0,0,0
RJ,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,3,2,1,1,0,0
RJ,Especialista,5,Núcleo Básico em Socioeducação - 01/2015,7,Outros,38,22,9,7,5,1
RJ,Mestrando,6,Núcleo Básico em Socioeducação - 01/2015,7,Outros,2,0,0,0,0,0
RJ,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,5,4,1,2,0,1
RJ,Mestrado,7,Núcleo Básico em Socioeducação - 01/2015,7,Outros,8,3,0,2,1,0
RJ,Doutorando,8,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,1,0,0,0,0,0
RJ,Doutorando,8,Núcleo Básico em Socioeducação - 01/2015,6,Sistema Justiça,1,0,0,0,0,0
RJ,Doutorando,8,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,0,0,0,0,0
RJ,Doutorado,9,Núcleo Básico em Socioeducação - 01/2015,7,Outros,1,0,0,0,0,0
RN,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,4,3,2,0,0,1
RN,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2015,7,Outros,2,1,1,0,0,0
RN,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,1,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
RN,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,3,Conselhos,2,1,0,0,0,1
RN,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2015,7,Outros,11,4,4,0,0,0
