uf,escolaridade,curso,area_atuacao,inscritos,selecionados,nao_cert,certificados,abandonos,evasoes
ES,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,CREAS,7,6,4,2,0,0
ES,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Outros,122,82,32,31,16,3
ES,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Educação,1,1,0,1,0,0
ES,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,18,7,3,3,1,0
ES,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,75,66,19,34,11,2
GO,Doutorado,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Educação,1,0,0,0,0,0
GO,Especialista,Núcleo Básico em Socioeducação - 01/2015,CREAS,2,2,0,2,0,0
GO,Especialista,Núcleo Básico em Socioeducação - 01/2015,Outros,21,10,5,3,1,1
GO,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,2,1,1,0,0,0
GO,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,12,11,1,9,1,0
GO,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,1,0,0,0,1
GO,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Outros,10,3,2,1,0,0
GO,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
GO,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
GO,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Outros,1,0,0,0,0,0
GO,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Outros,2,0,0,0,0,0
GO,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,3,3,2,0,1,0
GO,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Conselhos,6,6,2,3,1,0
GO,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,CREAS,3,2,2,0,0,0
GO,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Outros,46,28,13,11,3,1
GO,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,4,3,1,2,0,0
GO,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,18,17,6,8,3,0
MA,Especialista,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,0,0,0,0,0
MA,Especialista,Núcleo Básico em Socioeducação - 01/2015,CREAS,1,1,1,0,0,0
MA,Especialista,Núcleo Básico em Socioeducação - 01/2015,Outros,19,12,6,1,4,1
MA,Especialista,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Saúde,1,1,0,1,0,0
MA,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,3,3,1,2,0,0
MA,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,15,8,4,2,1,1
MA,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,1,0,1,0,0
MA,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Outros,15,3,1,1,1,0
MA,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
MA,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,5,4,3,1,0,0
MA,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Outros,3,0,0,0,0,0
MA,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
MA,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,1,1,0,0,0
MA,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Outros,3,1,0,0,0,1
MA,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,5,0,0,0,0,0
MA,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,4,3,1,0,1,1
MA,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,0,0,0,0,0
MA,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,CREAS,1,1,1,0,0,0
MA,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Outros,32,19,9,4,3,3
MA,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Saúde,1,0,0,0,0,0
MA,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,6,3,2,0,1,0
MA,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,24,19,10,9,0,0
MG,Especialista,Núcleo Básico em Socioeducação - 01/2015,Conselhos,4,4,3,1,0,0
MG,Especialista,Núcleo Básico em Socioeducação - 01/2015,CREAS,2,1,0,1,0,0
MG,Especialista,Núcleo Básico em Socioeducação - 01/2015,Outros,40,23,9,7,6,1
MG,Especialista,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Educação,3,1,0,1,0,0
MG,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,11,5,2,1,2,0
MG,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,32,25,3,16,4,2
MG,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,1,0,0,1,0
MG,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Outros,27,9,6,1,1,1
MG,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Educação,1,0,0,0,0,0
MG,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,2,0,0,0,0,0
MG,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,18,16,3,7,6,0
MG,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Outros,4,3,2,0,1,0
MG,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
MG,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,3,2,0,1,1,0
MG,Mestrando,Núcleo Básico em Socioeducação - 01/2015,CREAS,1,0,0,0,0,0
MG,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Outros,5,2,0,2,0,0
MG,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
MG,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
MG,Nível Basico,Núcleo Básico em Socioeducação - 01/2015,Outros,1,0,0,0,0,0
MG,Nível Basico,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,1,1,0,0,1,0
MG,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,0,0,0,0,0
MG,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Outros,22,2,2,0,0,0
MG,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,2,0,0,0,0,0
MG,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,27,25,8,9,5,3
MG,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Conselhos,6,6,3,1,2,0
MG,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,CREAS,1,1,1,0,0,0
MG,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Outros,99,59,23,18,11,7
MG,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Educação,1,0,0,0,0,0
MG,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Saúde,1,1,0,1,0,0
MG,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,3,1,1,0,0,0
MG,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,69,64,24,25,7,8
MS,Especialista,Núcleo Básico em Socioeducação - 01/2015,Conselhos,3,3,1,2,0,0
MS,Especialista,Núcleo Básico em Socioeducação - 01/2015,CREAS,1,1,1,0,0,0
MS,Especialista,Núcleo Básico em Socioeducação - 01/2015,Outros,6,6,2,4,0,0
MS,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
MS,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,3,2,1,1,0,0
MS,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Outros,7,4,2,0,2,0
MS,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,2,2,0,1,0,1
MS,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
MS,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Conselhos,2,2,1,0,0,1
MS,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Outros,14,9,6,1,1,1
MS,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,8,4,1,1,1,1
MT,Doutorado,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
MT,Doutorando,Núcleo Básico em Socioeducação - 01/2015,Outros,1,0,0,0,0,0
MT,Doutorando,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,2,1,0,0,1,0
MT,Especialista,Núcleo Básico em Socioeducação - 01/2015,Conselhos,8,3,1,2,0,0
MT,Especialista,Núcleo Básico em Socioeducação - 01/2015,CREAS,1,1,0,1,0,0
MT,Especialista,Núcleo Básico em Socioeducação - 01/2015,Outros,27,15,4,6,3,2
MT,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,11,3,1,1,1,0
MT,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,29,19,5,10,4,0
MT,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,0,0,0,0,0
MT,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,CREAS,1,1,0,1,0,0
MT,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Outros,19,4,2,1,1,0
MT,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Educação,1,0,0,0,0,0
MT,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,7,2,0,0,0,2
MT,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,12,10,3,5,1,1
MT,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,0,0,0,0,0
MT,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Outros,3,0,0,0,0,0
MT,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Outros,2,0,0,0,0,0
MT,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MT,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Outros,8,0,0,0,0,0
MT,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,9,1,0,1,0,0
MT,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,13,10,0,8,1,1
MT,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Conselhos,2,2,0,2,0,0
MT,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,CREAS,1,1,0,1,0,0
MT,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Outros,51,16,4,8,2,2
MT,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Educação,1,0,0,0,0,0
MT,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Saúde,1,1,1,0,0,0
MT,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,34,2,2,0,0,0
MT,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,64,48,13,26,6,3
PA,Doutorando,Núcleo Básico em Socioeducação - 01/2015,Outros,1,1,0,1,0,0
PA,Especialista,Núcleo Básico em Socioeducação - 01/2015,Conselhos,3,2,0,2,0,0
PA,Especialista,Núcleo Básico em Socioeducação - 01/2015,Outros,19,13,8,1,2,2
PA,Especialista,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Educação,1,0,0,0,0,0
PA,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,6,3,2,1,0,0
PA,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,11,6,1,2,2,1
PA,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Outros,8,4,1,1,1,1
PA,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,5,5,3,0,1,1
PA,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Outros,1,1,0,1,0,0
PA,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
PA,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Outros,2,0,0,0,0,0
PA,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,2,2,1,0,1,0
PA,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Conselhos,4,3,2,0,1,0
PA,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,CREAS,1,1,0,1,0,0
PA,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Outros,44,29,12,7,6,4
PA,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,3,1,0,0,1,0
PA,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,12,7,6,0,1,0
PB,Doutorando,Núcleo Básico em Socioeducação - 01/2015,Outros,1,0,0,0,0,0
PB,Especialista,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,1,1,0,0,0
PB,Especialista,Núcleo Básico em Socioeducação - 01/2015,Outros,11,6,2,2,1,1
PB,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
PB,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,7,5,0,3,1,1
PB,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Outros,3,1,0,1,0,0
PB,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Outros,1,0,0,0,0,0
PB,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,2,1,0,1,0,0
PB,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Outros,1,0,0,0,0,0
PB,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Outros,1,0,0,0,0,0
PB,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
PB,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Conselhos,2,2,1,0,1,0
PB,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Outros,12,7,6,0,0,1
PB,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Saúde,1,0,0,0,0,0
PB,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,3,1,0,0,1,0
PB,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,6,6,2,3,0,1
PE,Doutorado,Núcleo Básico em Socioeducação - 01/2015,Outros,1,1,0,1,0,0
PE,Doutorando,Núcleo Básico em Socioeducação - 01/2015,Outros,1,0,0,0,0,0
PE,Especialista,Núcleo Básico em Socioeducação - 01/2015,Conselhos,3,0,0,0,0,0
PE,Especialista,Núcleo Básico em Socioeducação - 01/2015,CREAS,2,2,1,1,0,0
PE,Especialista,Núcleo Básico em Socioeducação - 01/2015,Outros,16,9,2,4,2,1
PE,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,7,5,3,2,0,0
PE,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,11,7,1,4,1,1
PE,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Outros,15,8,3,3,1,1
PE,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
PE,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
PE,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PE,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,1,1,0,0,0
PE,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Outros,2,1,1,0,0,0
PE,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,0,0,0,0,0
PE,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Outros,1,1,0,0,0,1
PE,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
PE,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Conselhos,2,2,1,0,1,0
PE,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,CREAS,2,0,0,0,0,0
PE,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Outros,24,13,6,4,0,3
PE,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,3,2,0,1,0,1
PI,Doutorando,Núcleo Básico em Socioeducação - 01/2015,Outros,1,1,1,0,0,0
PI,Especialista,Núcleo Básico em Socioeducação - 01/2015,CREAS,1,1,0,1,0,0
PI,Especialista,Núcleo Básico em Socioeducação - 01/2015,Outros,4,4,2,1,0,1
PI,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,3,2,0,2,0,0
PI,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Outros,5,2,0,1,0,1
PI,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,4,0,0,0,0,0
PI,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Outros,2,1,1,0,0,0
PI,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PI,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
PI,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,2,1,0,0,0,1
PI,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,1,1,0,0,0
PI,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Outros,13,7,3,3,0,1
PI,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,6,5,1,1,1,2
PR,Doutorado,Núcleo Básico em Socioeducação - 01/2015,Outros,3,0,0,0,0,0
PR,Doutorando,Núcleo Básico em Socioeducação - 01/2015,Outros,1,0,0,0,0,0
PR,Doutorando,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
PR,Especialista,Núcleo Básico em Socioeducação - 01/2015,Conselhos,2,2,2,0,0,0
PR,Especialista,Núcleo Básico em Socioeducação - 01/2015,CREAS,2,2,1,1,0,0
PR,Especialista,Núcleo Básico em Socioeducação - 01/2015,Outros,42,33,13,17,1,2
PR,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,16,9,1,7,1,0
PR,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,50,46,13,26,5,2
PR,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,1,1,0,0,0
PR,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Outros,31,22,7,11,1,3
PR,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,10,7,1,4,2,0
PR,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,44,42,14,19,3,6
PR,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Outros,4,2,0,2,0,0
PR,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,4,4,0,4,0,0
PR,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,0,0,0,0,0
PR,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,2,1,0,1,0,0
PR,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,5,5,1,4,0,0
PR,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Outros,9,6,0,5,1,0
PR,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,8,5,1,2,1,1
PR,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,31,31,10,16,0,5
PR,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Conselhos,3,3,2,0,1,0
PR,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,CREAS,2,2,0,2,0,0
PR,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Outros,54,41,16,19,4,2
PR,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,23,18,7,11,0,0
PR,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,114,105,25,57,11,12
RJ,Doutorando,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,0,0,0,0,0
RJ,Doutorando,Núcleo Básico em Socioeducação - 01/2015,Outros,1,0,0,0,0,0
RJ,Doutorando,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
RJ,Especialista,Núcleo Básico em Socioeducação - 01/2015,CREAS,1,1,1,0,0,0
RJ,Especialista,Núcleo Básico em Socioeducação - 01/2015,Outros,38,22,9,7,5,1
RJ,Especialista,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Educação,1,0,0,0,0,0
RJ,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,3,2,1,1,0,0
RJ,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,21,16,5,9,1,1
RJ,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,1,0,0,1,0
RJ,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Outros,17,5,1,3,0,1
RJ,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
RJ,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,9,7,1,3,1,2
RJ,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Outros,8,3,0,2,1,0
RJ,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,5,4,1,2,0,1
RJ,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Outros,2,0,0,0,0,0
RJ,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Outros,8,1,0,0,0,1
RJ,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
RJ,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,10,9,2,2,2,3
RJ,Pós doutorado,Núcleo Básico em Socioeducação - 01/2015,Outros,1,0,0,0,0,0
RJ,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Conselhos,5,3,2,0,0,1
RJ,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,CREAS,1,1,1,0,0,0
RJ,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Outros,74,24,9,9,3,3
RJ,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Educação,2,0,0,0,0,0
RJ,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,5,1,0,1,0,0
RJ,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,40,34,6,21,3,4
RN,Especialista,Núcleo Básico em Socioeducação - 01/2015,Conselhos,2,0,0,0,0,0
RN,Especialista,Núcleo Básico em Socioeducação - 01/2015,CREAS,2,2,0,2,0,0
RN,Especialista,Núcleo Básico em Socioeducação - 01/2015,Outros,39,35,10,19,4,2
RN,Especialista,Núcleo Básico em Socioeducação - 01/2015,Secretaria de Saúde,1,1,0,1,0,0
RN,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,4,2,2,0,0,0
RN,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,10,8,0,7,1,0
RN,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Conselhos,2,1,0,0,0,1
RN,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Outros,11,4,4,0,0,0
RN,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
RN,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,0,0,0,0,0
RN,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Outros,3,1,1,0,0,0
RN,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
RN,Mestrando,Núcleo Básico em Socioeducação - 01/2015,Outros,1,1,0,1,0,0
RN,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Outros,2,1,1,0,0,0
RN,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,4,3,2,0,0,1
RN,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Conselhos,2,2,1,1,0,0
RN,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,CREAS,2,1,0,1,0,0
RN,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Outros,43,26,7,12,5,2
RN,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,4,1,0,1,0,0
RN,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,32,26,6,11,6,3
RO,Especialista,Núcleo Básico em Socioeducação - 01/2015,Outros,10,9,2,6,0,1
RO,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,6,3,2,0,1,0
RO,Especialista,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,3,3,3,0,0,0
RO,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Conselhos,1,1,0,0,1,0
RO,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Outros,3,1,1,0,0,0
RO,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,2,1,1,0,0,0
RO,Estudante Superior,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,2,2,1,0,0,1
RO,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
RO,Mestrado,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,2,2,0,2,0,0
RO,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Justiça,1,0,0,0,0,0
RO,Nível Médio,Núcleo Básico em Socioeducação - 01/2015,Sistema Sinase - Unidades socioeducativas,4,4,3,1,0,0
RO,Superior Completo,Núcleo Básico em Socioeducação - 01/2015,Conselhos,2,2,0,0,1,1
